"ID","COMP1","COMP2","HVTYPE","KIJSRK","KIJTSRK","KIJTType","KIJPR","KIJTPR","KIJPCSAFT","HVALPHA","HVGIJ","HVGJI","CalcWij","W1","W2","W3","WSTYPE","KIJWS","NRTLALPHA","NRTLGIJ","NRTLGJI","GIJVISC","HVGIJT","HVGJIT","WSGIJT","WSGJIT","cpakij_SRK","cpakijT_SRK","cpakijx_SRK","cpakjix_SRK","cpakij_PR","KIJWSunifac","aijDesMath","bijDesMath","cpaAssosiationType","cpaBetaCross","cpaEpsCross"
8088,"MEG                                               ","n-heptane","Classic",0.20,0.00,0,0.08,0.00,0.00,0.39,4938.40,-1924.00,0,0.00,0.00,0.00,"WS",-0.39,0.39,4938.00,1924.30,0.00,0.76,-7.79,-7.95,0.76,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0,0.00,0.00
8089,"DEG                                               ","n-heptane","Classic                                           ",0.20,0.00,0,0.20,0.00,0.00,0.36,2063.00,601.70,0,0.00,0.00,0.00,"Classic                                           ",0.20,0.20,0.36,2063.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0,0.00,0.00
8090,"TEG                                               ","n-heptane","Classic                                           ",0.20,0.00,0,0.20,0.00,0.00,0.36,2063.00,601.70,0,0.00,0.00,0.00,"Classic                                           ",0.20,0.20,0.36,2063.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.09,0.00,0.00,0.00,0,0.00,0.00
8091,"NaCl                                              ","n-heptane","Classic                                           ",0.70,0.00,0,0.70,0.00,0.00,0.03,20193.00,3528.00,0,0.00,0.00,0.00,"Classic                                           ",0.70,0.70,0.03,20193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8092,"KCl                                               ","n-heptane","Classic                                           ",1.35,0.00,0,1.35,0.00,0.00,7.8e-03,-48374.00,35311.00,0,0.00,0.00,0.00,"Classic                                           ",1.35,1.35,7.8e-03,-48374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8093,"CaCl2                                             ","n-heptane","Classic                                           ",1.18,0.00,0,1.18,0.00,0.00,0.03,99000.00,3080.00,0,0.00,0.00,0.00,"Classic                                           ",1.18,1.18,0.03,99000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8094,"HCOONa                                            ","n-heptane","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8095,"HCOOK                                             ","n-heptane","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8096,"HCOOCs                                            ","n-heptane","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8097,"helium                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8098,"hydrogen                                          ","n-heptane","Classic                                           ",0.21,0.00,0,0.21,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8099,"nitrogen                                          ","n-heptane","Classic                                           ",0.08,0.00,0,0.08,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8100,"Ar                                                ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8101,"oxygen                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8102,"CO2                                               ","n-heptane","Classic                                           ",0.12,0.00,0,0.12,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8103,"H2S                                               ","n-heptane","Classic                                           ",0.07,0.00,0,0.07,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8105,"ethane                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8106,"propane                                           ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8107,"c-propane                                         ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8108,"i-butane                                          ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8109,"n-butane                                          ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8110,"2,2-diom C3                                       ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8111,"c-C4                                              ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8112,"i-pentane                                         ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8113,"n-pentane                                         ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8114,"c-pentane                                         ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8115,"2,2-dim-C4                                        ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8116,"2,3-dimC4                                         ","n-heptane ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8117,"2-m-C5                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8118,"3-m-C5                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8119,"n-hexane                                          ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8120,"hexane                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8121,"m-c-C5                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8122,"benzene                                           ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8123,"c-hexane                                          ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8124,"223-tm-C4                                         ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8125,"3,3-dim-C5                                        ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8127,"m-c-C6                                            ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8128,"et-c-C5                                           ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8129,"toluene                                           ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8130,"c-c7                                              ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8131,"11-dm-c-C6                                        ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8132,"c-c8                                              ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8133,"c-12-dmcC6                                        ","n-heptane","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
